CMDLINE C:\Users\nishkarsh.gupta\.virtualenvs\Xetra_1234-YabI4gXW\Scripts\python.exe run.py --config configs/xetra_report1_config.yml
MEM 1.996094 1777286291.3091
MEM 4.437500 1777286291.4097
MEM 4.437500 1777286291.5101
MEM 4.437500 1777286291.6107
MEM 4.437500 1777286291.7114
MEM 4.437500 1777286291.8117
MEM 4.437500 1777286291.9122
MEM 4.437500 1777286292.0128
MEM 4.437500 1777286292.1131
MEM 4.437500 1777286292.2137
MEM 4.437500 1777286292.3140
MEM 4.437500 1777286292.4146
MEM 4.437500 1777286292.5153
MEM 4.437500 1777286292.6161
MEM 4.437500 1777286292.7166
MEM 4.437500 1777286292.8169
MEM 4.437500 1777286292.9173
MEM 4.437500 1777286293.0179
MEM 4.437500 1777286293.1181
MEM 4.437500 1777286293.2188
MEM 4.437500 1777286293.3191
MEM 4.437500 1777286293.4196
MEM 4.437500 1777286293.5199
MEM 4.437500 1777286293.6204
MEM 4.437500 1777286293.7209
MEM 4.437500 1777286293.8214
MEM 4.437500 1777286293.9218
MEM 4.437500 1777286294.0221
MEM 4.437500 1777286294.1228
MEM 4.437500 1777286294.2231
MEM 4.437500 1777286294.3238
MEM 4.437500 1777286294.4243
MEM 4.437500 1777286294.5247
MEM 4.437500 1777286294.6252
MEM 4.437500 1777286294.7258
MEM 4.437500 1777286294.8262
MEM 4.437500 1777286294.9266
MEM 4.437500 1777286295.0271
MEM 4.437500 1777286295.1275
MEM 4.437500 1777286295.2281
MEM 4.437500 1777286295.3286
MEM 4.437500 1777286295.4293
MEM 4.437500 1777286295.5299
MEM 4.437500 1777286295.6306
MEM 4.437500 1777286295.7311
MEM 4.437500 1777286295.8316
MEM 4.437500 1777286295.9318
MEM 4.437500 1777286296.0322
MEM 4.437500 1777286296.1328
MEM 4.437500 1777286296.2330
MEM 4.437500 1777286296.3332
MEM 4.437500 1777286296.4338
MEM 4.437500 1777286296.5347
MEM 4.437500 1777286296.6353
MEM 4.437500 1777286296.7357
MEM 4.437500 1777286296.8363
MEM 4.437500 1777286296.9368
MEM 4.437500 1777286297.0373
MEM 4.437500 1777286297.1379
MEM 4.437500 1777286297.2384
MEM 4.437500 1777286297.3390
MEM 4.437500 1777286297.4393
MEM 4.437500 1777286297.5399
MEM 4.437500 1777286297.6405
MEM 4.437500 1777286297.7412
MEM 4.437500 1777286297.8415
MEM 4.437500 1777286297.9420
MEM 4.437500 1777286298.0427
MEM 4.437500 1777286298.1433
MEM 4.437500 1777286298.2436
MEM 4.437500 1777286298.3440
MEM 4.437500 1777286298.4447
MEM 4.437500 1777286298.5451
MEM 4.437500 1777286298.6463
MEM 4.437500 1777286298.7466
MEM 4.437500 1777286298.8469
MEM 4.437500 1777286298.9473
MEM 4.437500 1777286299.0476
MEM 4.437500 1777286299.1480
MEM 4.437500 1777286299.2486
MEM 4.437500 1777286299.3490
MEM 4.437500 1777286299.4495
MEM 4.437500 1777286299.5503
MEM 4.437500 1777286299.6506
MEM 4.437500 1777286299.7513
MEM 4.437500 1777286299.8514
MEM 4.437500 1777286299.9516
MEM 4.437500 1777286300.0522
MEM 4.437500 1777286300.1526
MEM 4.437500 1777286300.2531
MEM 4.437500 1777286300.3539
MEM 4.437500 1777286300.4545
MEM 4.437500 1777286300.5550
MEM 4.437500 1777286300.6554
MEM 4.437500 1777286300.7559
MEM 4.437500 1777286300.8565
MEM 4.437500 1777286300.9569
MEM 4.437500 1777286301.0573
MEM 4.437500 1777286301.1577
MEM 4.437500 1777286301.2582
MEM 4.437500 1777286301.3588
MEM 4.437500 1777286301.4594
MEM 4.437500 1777286301.5599
MEM 4.437500 1777286301.6604
MEM 4.437500 1777286301.7608
MEM 4.437500 1777286301.8611
MEM 4.437500 1777286301.9613
MEM 4.437500 1777286302.0618
MEM 4.437500 1777286302.1621
MEM 4.437500 1777286302.2626
MEM 4.437500 1777286302.3632
MEM 4.437500 1777286302.4633
MEM 4.437500 1777286302.5642
MEM 4.437500 1777286302.6649
MEM 4.437500 1777286302.7655
MEM 4.437500 1777286302.8660
MEM 4.437500 1777286302.9664
MEM 4.437500 1777286303.0667
